cell_id,state,latitude,longitude,B2,B3,B4,B8,B11,B12,ndvi,clay_index,ferrous_index,mn_proxy,elevation,slope,distance_to_fault,prospectivity_score,confidence,priority
CELL-00714,Goa,14.723911,73.319244,0.0593,0.1218,0.0989,0.3544,0.3664,0.2523,0.5636,1.4524,1.0339,0.1845,324.9,32.6,13.2,0.7408,0.6721,High
CELL-00715,Goa,14.316328,73.400091,0.0566,0.1206,0.167,0.3665,0.164,0.1236,0.3739,1.3269,0.4475,0.1405,1162.4,0.3,44.0,0.5361,0.4192,Medium
CELL-00716,Goa,16.021362,74.263007,0.0613,0.1131,0.1515,0.1148,0.0836,0.1874,-0.1378,0.446,0.728,-0.3832,245.0,23.3,10.7,0.7762,0.6688,High
CELL-00717,Goa,15.545451,72.84816,0.023,0.0377,0.1918,0.1498,0.3067,0.0704,-0.1229,4.3581,2.0475,0.6267,219.0,17.8,23.2,1.0,0.7611,High
CELL-00718,Goa,15.264881,73.568536,0.1431,0.1204,0.1242,0.1812,0.0949,0.3336,0.1864,0.2846,0.5241,-0.5569,445.1,15.5,5.7,0.8706,0.7507,High
CELL-00719,Goa,16.559692,74.689318,0.0414,0.1149,0.0763,0.1624,0.3549,0.1711,0.3608,2.075,2.1858,0.3496,538.4,5.9,19.2,1.0,0.6883,High
CELL-00720,Goa,16.754811,75.338927,0.0388,0.0566,0.1753,0.2375,0.0814,0.1322,0.1507,0.6159,0.3428,-0.2377,757.4,28.0,6.7,0.4997,0.6636,Medium
CELL-00721,Goa,16.20756,73.786563,0.1186,0.0858,0.0639,0.3552,0.2143,0.3444,0.6949,0.6222,0.6034,-0.2329,484.4,32.3,46.6,0.6277,0.611,Medium
CELL-00722,Goa,15.199224,75.252574,0.0785,0.1416,0.1041,0.1797,0.1438,0.1776,0.2667,0.8095,0.8,-0.1053,931.0,21.2,34.4,0.6037,0.4284,Medium
CELL-00723,Goa,14.033186,74.952597,0.1487,0.091,0.022,0.1594,0.2888,0.2336,0.7577,1.2362,1.8115,0.1056,966.7,8.9,38.2,0.6052,0.6684,Medium
CELL-00724,Goa,15.536464,72.941821,0.0788,0.1622,0.0958,0.3938,0.2689,0.1076,0.6087,2.4998,0.6827,0.4285,739.2,17.7,19.9,0.8406,0.5423,High
CELL-00725,Goa,14.118287,72.796307,0.0741,0.0758,0.1866,0.2315,0.3225,0.2091,0.1074,1.5426,1.3932,0.2134,874.5,9.1,47.1,0.8066,0.5478,High
CELL-00726,Goa,14.995137,72.800634,0.1076,0.0312,0.1056,0.1675,0.2808,0.3438,0.2268,0.8166,1.6764,-0.101,610.8,28.6,25.4,0.8765,0.6094,High
CELL-00727,Goa,16.569898,74.857401,0.0585,0.1118,0.0603,0.2554,0.2349,0.2995,0.6179,0.7845,0.92,-0.1208,1085.6,14.5,0.9,0.6344,0.6067,Medium
CELL-00728,Goa,15.765646,72.574913,0.0719,0.1779,0.0381,0.2483,0.1783,0.3215,0.7338,0.5545,0.7181,-0.2866,1056.3,8.3,4.1,0.4715,0.6945,Medium
CELL-00729,Goa,15.916253,72.596359,0.0373,0.133,0.0582,0.4002,0.0987,0.1146,0.7459,0.8613,0.2468,-0.0745,1198.4,15.2,35.1,0.4168,0.4564,Low
CELL-00730,Goa,16.078318,73.44343,0.1278,0.1205,0.09,0.2952,0.2646,0.0997,0.5325,2.6546,0.8963,0.4528,543.0,12.0,20.0,0.9775,0.829,High
CELL-00731,Goa,16.720948,73.381029,0.074,0.148,0.1183,0.2915,0.0971,0.1696,0.4226,0.5724,0.333,-0.2719,397.8,35.0,15.4,0.5176,0.6556,Medium
CELL-00732,Goa,14.922749,74.130603,0.1293,0.1625,0.0489,0.2189,0.1873,0.0626,0.6349,2.9909,0.8557,0.4989,758.1,29.9,19.1,1.0,0.8636,High
CELL-00733,Goa,15.026946,72.923179,0.1122,0.1582,0.1435,0.1063,0.1492,0.0708,-0.149,2.106,1.4041,0.3561,727.4,26.5,5.5,1.0,0.7503,High
CELL-00734,Goa,15.969907,75.414206,0.0309,0.1652,0.0427,0.2375,0.3525,0.3219,0.6953,1.095,1.4838,0.0454,657.0,20.8,35.4,0.635,0.709,Medium
CELL-00735,Goa,15.25187,73.771699,0.0862,0.1718,0.1187,0.4336,0.1377,0.2672,0.5702,0.5152,0.3175,-0.3199,993.5,23.8,30.3,0.8221,0.7789,High
CELL-00736,Goa,16.36494,72.866866,0.1303,0.0921,0.0657,0.4044,0.2182,0.2925,0.7206,0.7461,0.5397,-0.1454,389.7,0.1,24.8,0.5196,0.5376,Medium
CELL-00737,Andhra Pradesh,17.828225,83.330937,0.0313,0.073,0.1607,0.1531,0.2871,0.3252,-0.0243,0.8827,1.8757,-0.0623,847.8,28.4,5.4,1.0,0.668,High
CELL-00738,Andhra Pradesh,19.145317,83.918661,0.1063,0.0921,0.028,0.3746,0.2972,0.1918,0.8608,1.5491,0.7934,0.2154,1089.7,11.8,14.7,0.8353,0.7188,High
CELL-00739,Andhra Pradesh,18.544939,82.392204,0.048,0.1284,0.0893,0.3928,0.384,0.2917,0.6295,1.3164,0.9776,0.1366,515.3,27.6,17.6,0.7984,0.6109,High
CELL-00740,Andhra Pradesh,17.71696,82.619539,0.1461,0.0338,0.1614,0.2125,0.092,0.3253,0.1365,0.2828,0.433,-0.5591,253.6,19.3,13.7,0.6579,0.7843,Medium
CELL-00741,Andhra Pradesh,18.028676,83.255107,0.1408,0.1666,0.1488,0.4096,0.1823,0.1643,0.467,1.1093,0.445,0.0518,775.1,21.8,24.1,0.7651,0.7168,High
CELL-00742,Andhra Pradesh,19.463371,83.304941,0.1145,0.0704,0.038,0.2234,0.209,0.055,0.709,3.8018,0.9355,0.5835,996.3,12.6,29.0,1.0,0.7412,High
CELL-00743,Andhra Pradesh,19.850852,84.99625,0.0683,0.0748,0.1745,0.4495,0.2815,0.2885,0.4407,0.9755,0.6262,-0.0124,959.9,12.4,28.7,0.4454,0.5901,Low
CELL-00744,Andhra Pradesh,17.063491,83.010117,0.0388,0.0649,0.183,0.1129,0.1503,0.1429,-0.2368,1.0523,1.3314,0.0255,778.6,18.7,10.9,0.7827,0.5096,High
CELL-00745,Andhra Pradesh,18.507589,82.813533,0.1432,0.0996,0.0306,0.3552,0.1852,0.246,0.8415,0.7528,0.5214,-0.141,407.6,20.0,38.6,0.5975,0.7217,Medium
CELL-00746,Andhra Pradesh,18.004571,83.392799,0.1405,0.1652,0.0362,0.1462,0.2386,0.082,0.6032,2.9098,1.632,0.4885,480.1,5.2,31.8,1.0,0.5564,High
CELL-00747,Andhra Pradesh,19.568803,82.352386,0.1096,0.0913,0.0571,0.241,0.1043,0.2586,0.6168,0.4033,0.4329,-0.4252,378.0,10.9,6.1,0.5208,0.6771,Medium
CELL-00748,Andhra Pradesh,18.716441,83.708298,0.0734,0.0589,0.1541,0.1445,0.1132,0.263,-0.0323,0.4305,0.7838,-0.3981,329.7,10.7,23.8,1.0,0.7115,High
CELL-00749,Andhra Pradesh,18.870295,83.933188,0.1128,0.0739,0.078,0.2533,0.1784,0.3455,0.529,0.5163,0.7043,-0.319,995.5,5.8,0.3,0.8664,0.6137,High
CELL-00750,Andhra Pradesh,19.573986,84.210251,0.048,0.0899,0.1114,0.3836,0.3485,0.3229,0.5498,1.0793,0.9086,0.0381,660.2,24.3,5.6,0.5642,0.6476,Medium
CELL-00751,Andhra Pradesh,18.295151,83.902152,0.0534,0.0378,0.0218,0.1078,0.0827,0.0831,0.6629,0.9948,0.7672,-0.0026,363.4,7.7,49.3,0.6727,0.6937,Medium
CELL-00752,Andhra Pradesh,18.636688,84.573872,0.1081,0.0744,0.1211,0.3502,0.313,0.25,0.4861,1.2522,0.8938,0.112,1057.9,30.5,28.9,0.8507,0.5423,High
CELL-00753,Andhra Pradesh,19.454636,82.016956,0.149,0.0574,0.1046,0.4052,0.152,0.193,0.5895,0.7875,0.3751,-0.1189,245.8,13.8,8.9,0.3377,0.3897,Low
CELL-00754,Andhra Pradesh,19.979512,84.984439,0.0349,0.1389,0.0293,0.1106,0.1137,0.3396,0.5809,0.3348,1.0284,-0.4984,1134.9,6.8,8.1,0.5506,0.3385,Medium
CELL-00755,Andhra Pradesh,18.709114,82.66478,0.1184,0.0764,0.186,0.3299,0.2196,0.287,0.2789,0.7653,0.6658,-0.1329,999.7,10.2,17.0,0.7525,0.6135,High
CELL-00756,Andhra Pradesh,19.40363,84.315004,0.1395,0.11,0.038,0.306,0.3291,0.078,0.779,4.2191,1.0753,0.6168,289.9,0.4,29.7,1.0,0.6924,High
CELL-00757,Andhra Pradesh,19.94612,82.189101,0.1374,0.1521,0.0766,0.4407,0.1721,0.3168,0.704,0.5434,0.3906,-0.2959,1068.8,26.5,28.2,0.3178,0.4035,Low
CELL-00758,Andhra Pradesh,18.070389,84.376651,0.1186,0.1666,0.0227,0.3832,0.3803,0.2868,0.8883,1.3261,0.9925,0.1402,243.2,2.8,1.0,0.9316,0.7949,High
CELL-00759,Andhra Pradesh,19.960741,83.19413,0.0631,0.1237,0.1686,0.4279,0.337,0.178,0.4347,1.8932,0.7876,0.3087,798.4,30.0,24.5,0.6432,0.5276,Medium
CELL-00760,Andhra Pradesh,17.000473,84.154714,0.0344,0.0666,0.0736,0.2961,0.2073,0.2524,0.6018,0.8215,0.7002,-0.098,161.2,4.3,25.0,0.4058,0.454,Low
CELL-00761,Andhra Pradesh,17.201084,84.687158,0.1099,0.0482,0.0317,0.4412,0.298,0.1752,0.8659,1.7004,0.6754,0.2594,871.9,26.5,39.0,0.2581,0.4527,Low
CELL-00762,Andhra Pradesh,17.033084,84.779671,0.0984,0.0605,0.1855,0.4202,0.3965,0.3122,0.3874,1.2701,0.9436,0.119,1197.6,8.6,42.1,0.4576,0.572,Medium
CELL-00763,Andhra Pradesh,17.295313,84.938262,0.0585,0.1606,0.0207,0.1074,0.2291,0.1216,0.6761,1.8836,2.1338,0.3064,858.8,19.8,3.9,0.8713,0.4077,High
CELL-00764,Andhra Pradesh,17.556812,84.376667,0.0741,0.044,0.1072,0.1318,0.1213,0.1219,0.103,0.9949,0.9201,-0.0026,1045.5,32.4,41.3,0.5284,0.5176,Medium
CELL-00765,Andhra Pradesh,18.647467,84.165559,0.1491,0.0497,0.0289,0.343,0.3463,0.3039,0.8447,1.1395,1.0096,0.0652,846.3,33.4,25.6,0.717,0.7825,High
CELL-00766,Andhra Pradesh,17.588647,83.64436,0.0789,0.1617,0.038,0.1902,0.3206,0.0785,0.6669,4.084,1.6854,0.6066,452.8,13.6,31.1,1.0,0.6507,High
CELL-00767,Andhra Pradesh,18.342627,84.751065,0.0808,0.0713,0.0455,0.1013,0.2503,0.0821,0.3799,3.0469,2.4705,0.5058,530.9,20.6,13.8,1.0,0.5495,High
CELL-00768,Andhra Pradesh,19.840374,82.301321,0.0402,0.174,0.0268,0.4422,0.0815,0.3121,0.8857,0.2611,0.1843,-0.5859,438.1,32.9,15.8,0.2739,0.5533,Low
CELL-00769,Andhra Pradesh,17.726989,84.321038,0.0887,0.1692,0.0972,0.4044,0.2237,0.3438,0.6125,0.6506,0.553,-0.2117,1155.8,11.5,44.3,0.5018,0.6795,Medium
CELL-00770,Andhra Pradesh,18.872871,82.218047,0.1288,0.0562,0.0327,0.2401,0.2646,0.3065,0.7599,0.8634,1.1022,-0.0733,1171.7,15.4,3.0,0.722,0.7574,High
CELL-00771,Andhra Pradesh,18.343674,82.927807,0.0853,0.0808,0.1563,0.2904,0.3606,0.2131,0.3003,1.6924,1.2419,0.2572,362.1,29.8,27.9,1.0,0.5871,High
CELL-00772,Andhra Pradesh,18.07315,84.533217,0.0789,0.139,0.0372,0.2386,0.3946,0.2925,0.7303,1.349,1.6539,0.1486,275.9,9.7,16.5,0.985,0.705,High
CELL-00773,Andhra Pradesh,19.24858,83.529622,0.1254,0.0956,0.0423,0.2976,0.3847,0.2879,0.7511,1.3364,1.293,0.144,736.6,22.6,46.5,0.6444,0.6092,Medium
CELL-00774,Andhra Pradesh,19.931725,84.590329,0.062,0.0996,0.0947,0.1522,0.3865,0.1713,0.2328,2.2564,2.5397,0.3858,1062.9,6.6,27.4,1.0,0.6491,High
CELL-00775,Andhra Pradesh,17.155163,82.633115,0.0297,0.0733,0.1329,0.2982,0.2759,0.2148,0.3833,1.2845,0.9253,0.1246,400.3,8.6,6.9,0.72,0.665,High
CELL-00776,Andhra Pradesh,17.559533,82.531628,0.1335,0.1414,0.1387,0.2424,0.1638,0.3438,0.2721,0.4765,0.6759,-0.3546,977.0,10.6,42.4,0.5016,0.6994,Medium
CELL-00777,Andhra Pradesh,18.279659,82.55786,0.0344,0.1384,0.0682,0.387,0.3986,0.073,0.7005,5.4613,1.0299,0.6905,620.3,28.1,39.4,1.0,0.7782,High
CELL-00778,Andhra Pradesh,18.36156,83.784905,0.1466,0.0791,0.1862,0.1943,0.3965,0.2511,0.0213,1.5792,2.0409,0.2246,609.9,21.5,13.6,1.0,0.7189,High
CELL-00779,Andhra Pradesh,17.342151,83.043015,0.1192,0.1212,0.0385,0.3983,0.2724,0.3383,0.8239,0.8054,0.684,-0.1078,837.2,6.1,23.7,0.5529,0.6196,Medium
CELL-00780,Andhra Pradesh,17.044731,82.388209,0.0527,0.0944,0.1077,0.1483,0.2955,0.2288,0.1584,1.2912,1.9924,0.1271,423.9,0.5,3.9,0.8162,0.4914,High
CELL-00781,Andhra Pradesh,18.130459,83.884548,0.0911,0.0647,0.0819,0.3149,0.3555,0.276,0.5873,1.2881,1.1288,0.1259,708.7,12.7,18.3,0.9162,0.7263,High
CELL-00782,Andhra Pradesh,18.816588,83.454334,0.0338,0.0717,0.1803,0.2925,0.2123,0.0718,0.2374,2.9565,0.7258,0.4945,885.5,24.6,30.7,0.898,0.7954,High
CELL-00783,Andhra Pradesh,18.779813,82.700186,0.1424,0.1183,0.076,0.2574,0.3378,0.0985,0.544,3.4302,1.3125,0.5485,422.1,23.8,15.8,1.0,0.7031,High
CELL-00784,Andhra Pradesh,19.288059,82.205055,0.0216,0.1647,0.1246,0.2231,0.1544,0.2351,0.2832,0.657,0.6921,-0.207,659.9,34.7,49.2,0.3976,0.7766,Low
CELL-00785,Andhra Pradesh,18.473423,84.047437,0.0332,0.0793,0.0335,0.1257,0.1427,0.1956,0.5786,0.7295,1.1352,-0.1564,963.3,17.0,16.8,0.883,0.6353,High
CELL-00786,Andhra Pradesh,17.813806,83.844803,0.147,0.0467,0.0582,0.2656,0.39,0.2815,0.6406,1.3851,1.4683,0.1614,1088.1,11.7,49.6,0.9427,0.7525,High
CELL-00787,Andhra Pradesh,19.328418,83.605221,0.1237,0.1194,0.0766,0.2964,0.2507,0.297,0.5892,0.8441,0.8459,-0.0846,1179.9,14.4,38.2,0.699,0.6477,Medium
CELL-00788,Andhra Pradesh,18.114251,82.11817,0.0672,0.1216,0.0415,0.4234,0.1049,0.329,0.8216,0.3187,0.2476,-0.5166,877.9,11.5,19.5,0.5019,0.7333,Medium
CELL-00789,Andhra Pradesh,19.014929,83.167494,0.0834,0.1785,0.0585,0.2462,0.1734,0.2795,0.616,0.6203,0.7041,-0.2344,940.4,10.2,4.1,0.8129,0.6862,High
CELL-00790,Andhra Pradesh,18.231013,84.96517,0.0811,0.0685,0.1804,0.2719,0.2717,0.0787,0.2022,3.4528,0.9995,0.5508,521.2,33.0,29.5,1.0,0.4276,High
CELL-00791,Andhra Pradesh,19.731233,82.821972,0.0857,0.1738,0.051,0.3519,0.2766,0.2539,0.7467,1.0895,0.7862,0.0428,486.3,11.0,34.2,0.5094,0.4496,Medium
CELL-00792,Andhra Pradesh,17.564524,82.024915,0.1461,0.0948,0.1945,0.1491,0.268,0.1103,-0.132,2.4295,1.797,0.4168,969.1,27.4,5.6,1.0,0.5404,High
CELL-00793,Andhra Pradesh,19.64719,84.869692,0.0645,0.0458,0.0539,0.2752,0.3338,0.095,0.6724,3.5123,1.2132,0.5568,825.7,11.3,17.1,0.8789,0.7382,High
CELL-00794,Andhra Pradesh,19.4361,82.467756,0.1227,0.0396,0.0549,0.3297,0.3536,0.1258,0.7143,2.8105,1.0726,0.4751,459.9,18.8,10.6,0.9485,0.6561,High
CELL-00795,Andhra Pradesh,17.435875,83.391489,0.1207,0.0806,0.134,0.1176,0.2748,0.0958,-0.0651,2.8684,2.3371,0.483,1013.6,12.4,14.1,1.0,0.5089,High
CELL-00796,Andhra Pradesh,17.854401,84.735263,0.1176,0.0396,0.1486,0.2846,0.3683,0.1439,0.3137,2.5596,1.2942,0.4381,731.6,17.5,24.5,0.8226,0.5697,High
CELL-00797,Andhra Pradesh,19.26713,83.354008,0.1446,0.0691,0.1429,0.4293,0.2923,0.3114,0.5005,0.9387,0.681,-0.0316,1010.2,12.6,30.0,0.7165,0.562,High
CELL-00798,Andhra Pradesh,17.691266,84.23121,0.0886,0.0917,0.0684,0.4495,0.1029,0.0631,0.7359,1.6323,0.229,0.2402,339.0,34.0,49.0,0.5825,0.67,Medium
CELL-00799,Andhra Pradesh,17.641885,84.916126,0.0386,0.0452,0.0402,0.3006,0.3299,0.16,0.7641,2.0619,1.0975,0.3468,1175.7,15.2,7.5,0.9128,0.5141,High
CELL-00800,Andhra Pradesh,19.496677,83.376305,0.0972,0.0701,0.1363,0.4451,0.0957,0.316,0.5312,0.3029,0.215,-0.5351,718.5,8.8,47.7,0.3512,0.6289,Low
CELL-00801,Andhra Pradesh,17.544493,82.733357,0.1283,0.1222,0.1844,0.1812,0.1188,0.0518,-0.0087,2.2916,0.6555,0.3924,658.6,34.9,34.7,0.8684,0.5791,High
CELL-00802,Andhra Pradesh,19.345167,82.046245,0.1262,0.0751,0.0469,0.1792,0.2299,0.1775,0.5849,1.2958,1.2831,0.1288,417.8,6.0,38.1,0.5429,0.4663,Medium
CELL-00803,Andhra Pradesh,17.652998,82.410085,0.0917,0.1208,0.147,0.3381,0.1735,0.1491,0.3939,1.164,0.5133,0.0758,849.7,12.2,10.6,0.5137,0.5149,Medium
CELL-00804,Andhra Pradesh,17.264938,84.490417,0.1309,0.063,0.0317,0.3586,0.1477,0.168,0.8377,0.8789,0.4119,-0.0644,170.5,7.9,39.6,0.3327,0.6217,Low
CELL-00805,Andhra Pradesh,18.007742,82.402715,0.0296,0.1788,0.138,0.2897,0.325,0.302,0.3547,1.0759,1.1216,0.0366,987.4,0.6,9.3,0.7085,0.7695,High
CELL-00806,Andhra Pradesh,19.947448,83.996214,0.1444,0.0602,0.1755,0.2125,0.3967,0.0973,0.0953,4.0764,1.8669,0.606,668.0,27.7,21.6,1.0,0.5684,High
CELL-00807,Andhra Pradesh,18.275924,83.812216,0.0271,0.1563,0.1367,0.2414,0.0852,0.2275,0.277,0.3744,0.3528,-0.4552,113.9,0.0,30.8,0.7551,0.6906,High
CELL-00808,Andhra Pradesh,18.959815,82.161092,0.0607,0.0524,0.1244,0.3316,0.3108,0.1266,0.4543,2.4553,0.9371,0.4212,198.2,2.8,21.3,0.8207,0.5606,High
CELL-00809,Andhra Pradesh,18.816711,84.039619,0.1036,0.1592,0.1076,0.1471,0.1726,0.2487,0.1551,0.694,1.1737,-0.1807,774.4,18.6,34.1,0.9415,0.7372,High
CELL-00810,Andhra Pradesh,18.758049,84.335804,0.0523,0.1317,0.1824,0.235,0.3293,0.2674,0.126,1.2314,1.4013,0.1037,165.5,20.4,6.5,0.8452,0.7735,High
CELL-00811,Andhra Pradesh,17.104718,83.624925,0.0704,0.0452,0.1643,0.4203,0.3221,0.2967,0.4378,1.0855,0.7664,0.041,338.1,9.2,10.4,0.7079,0.6256,High
CELL-00812,Andhra Pradesh,18.916097,83.16298,0.0753,0.0413,0.0257,0.3434,0.2203,0.2157,0.8609,1.0215,0.6415,0.0106,713.4,9.7,23.8,0.5463,0.6583,Medium
CELL-00813,Andhra Pradesh,19.462026,83.353492,0.0985,0.1643,0.1759,0.4116,0.1664,0.0605,0.4012,2.7507,0.4042,0.4668,387.2,9.8,45.5,0.7703,0.6772,High
CELL-00814,Andhra Pradesh,17.406136,82.467028,0.102,0.1403,0.1747,0.4292,0.1445,0.1429,0.4214,1.0113,0.3368,0.0056,364.4,12.6,45.7,0.552,0.6244,Medium
CELL-00815,Andhra Pradesh,18.470358,82.086574,0.0283,0.1107,0.1494,0.1754,0.311,0.2932,0.08,1.0607,1.7735,0.0295,553.1,26.1,20.2,0.9408,0.6631,High
CELL-00816,Andhra Pradesh,19.97578,83.03619,0.0734,0.0548,0.0567,0.3427,0.3735,0.1684,0.7159,2.2179,1.0898,0.3785,297.8,10.0,22.8,0.6914,0.4909,Medium
CELL-00817,Rajasthan,26.207953,72.023535,0.0901,0.1491,0.0679,0.3112,0.294,0.2465,0.6416,1.1929,0.945,0.0879,590.4,12.1,41.8,0.4611,0.6665,Medium
CELL-00818,Rajasthan,24.309058,72.215423,0.0323,0.1174,0.0293,0.2179,0.321,0.1383,0.763,2.3211,1.4731,0.3978,939.6,26.1,12.3,0.8836,0.6224,High
CELL-00819,Rajasthan,25.192362,72.631261,0.0878,0.1682,0.1351,0.1605,0.2985,0.1782,0.0859,1.6754,1.8594,0.2524,750.7,25.7,25.7,1.0,0.7454,High
CELL-00820,Rajasthan,25.84522,72.452378,0.1287,0.1704,0.0447,0.2709,0.1628,0.2764,0.717,0.5893,0.6012,-0.2585,893.8,4.9,43.9,0.5864,0.5804,Medium
CELL-00821,Rajasthan,25.370941,72.984817,0.0406,0.0551,0.1391,0.2927,0.1191,0.0838,0.3555,1.4207,0.4069,0.1738,179.5,26.0,35.6,0.7768,0.6531,High
CELL-00822,Rajasthan,24.254028,74.711237,0.1379,0.1347,0.1867,0.384,0.3451,0.2209,0.3457,1.5623,0.8988,0.2195,436.7,7.6,16.4,0.5843,0.5827,Medium
CELL-00823,Rajasthan,24.775921,73.404183,0.0503,0.1183,0.1862,0.3618,0.2933,0.2248,0.3205,1.3044,0.8105,0.1321,636.7,6.5,44.7,0.7605,0.6692,High
CELL-00824,Rajasthan,26.250046,72.526847,0.0683,0.0342,0.0447,0.1606,0.0974,0.247,0.5648,0.3944,0.6065,-0.4343,1020.7,13.1,43.7,0.4816,0.5079,Medium
CELL-00825,Rajasthan,24.452211,73.861678,0.0746,0.122,0.1571,0.291,0.2808,0.3306,0.2988,0.8496,0.9651,-0.0813,429.0,12.6,35.9,0.5988,0.6743,Medium
CELL-00826,Rajasthan,25.128442,73.403514,0.0745,0.0567,0.1864,0.3668,0.234,0.254,0.3261,0.9213,0.638,-0.0409,1087.0,4.8,12.5,0.9991,0.7625,High
CELL-00827,Rajasthan,24.108765,74.952054,0.0791,0.0839,0.0727,0.161,0.3333,0.3366,0.378,0.9901,2.0699,-0.005,555.0,33.3,41.2,0.7988,0.4778,High
CELL-00828,Rajasthan,25.304953,73.67617,0.0275,0.1344,0.0295,0.386,0.344,0.1211,0.858,2.8399,0.8912,0.4792,456.0,16.8,29.8,1.0,0.5998,High
CELL-00829,Rajasthan,24.893361,72.166472,0.0203,0.0452,0.1626,0.4365,0.2166,0.2038,0.4572,1.0629,0.4963,0.0305,261.5,19.3,7.2,0.6278,0.5968,Medium
CELL-00830,Rajasthan,24.587096,74.293691,0.0231,0.0863,0.0399,0.2234,0.1355,0.162,0.6967,0.8367,0.6068,-0.0889,559.3,10.5,32.8,0.5336,0.6938,Medium
CELL-00831,Rajasthan,24.577029,72.812168,0.131,0.1157,0.1019,0.1524,0.2239,0.1335,0.1985,1.6767,1.4695,0.2528,1137.5,30.9,4.2,0.8518,0.6367,High
CELL-00832,Rajasthan,25.232331,74.630544,0.0886,0.0801,0.0574,0.3801,0.2798,0.1904,0.7375,1.4696,0.7362,0.1902,339.2,11.7,48.0,0.4128,0.6758,Low
CELL-00833,Rajasthan,25.564266,74.336966,0.0642,0.0568,0.1253,0.3328,0.3081,0.3146,0.453,0.9793,0.9256,-0.0105,508.3,2.6,47.9,0.8693,0.5686,High
CELL-00834,Rajasthan,25.998916,73.639541,0.0467,0.1433,0.1647,0.2935,0.2363,0.0842,0.2812,2.8075,0.8051,0.4747,192.3,11.9,15.5,1.0,0.934,High
CELL-00835,Rajasthan,24.502103,74.93537,0.0688,0.046,0.1089,0.4059,0.3639,0.0533,0.577,6.8293,0.8966,0.7446,1074.9,9.5,1.9,1.0,0.7259,High
CELL-00836,Rajasthan,26.439361,74.358929,0.1357,0.1129,0.1942,0.4487,0.1173,0.3049,0.3959,0.3847,0.2614,-0.4443,649.8,13.6,30.7,0.5193,0.5402,Medium
CELL-00837,Rajasthan,26.612672,72.640385,0.0754,0.1709,0.0971,0.2254,0.221,0.2058,0.3977,1.0735,0.9802,0.0355,795.2,28.0,22.6,0.651,0.7223,Medium
CELL-00838,Rajasthan,25.015442,73.973852,0.1133,0.1137,0.0302,0.1595,0.1713,0.1348,0.6816,1.2709,1.0742,0.1193,840.8,0.6,37.8,0.7524,0.5879,High
CELL-00839,Rajasthan,25.583729,72.647777,0.135,0.0428,0.1,0.3973,0.2771,0.1377,0.5979,2.0121,0.6974,0.336,562.8,24.7,48.7,0.7318,0.7472,High
CELL-00840,Rajasthan,26.994594,72.010514,0.0236,0.1536,0.0559,0.1213,0.1559,0.1778,0.3689,0.8766,1.2855,-0.0658,903.6,21.9,11.9,0.6463,0.5006,Medium
CELL-00841,Rajasthan,26.445023,72.969569,0.1477,0.1363,0.0312,0.1123,0.1339,0.2684,0.5647,0.4989,1.1922,-0.3343,302.1,17.9,4.7,0.775,0.699,High
CELL-00842,Rajasthan,26.724396,74.834627,0.0208,0.0996,0.0244,0.418,0.2459,0.0725,0.8895,3.3924,0.5882,0.5447,221.3,13.4,47.0,0.7032,0.5684,High
CELL-00843,Rajasthan,25.09937,72.129641,0.1467,0.0326,0.1906,0.229,0.0832,0.2567,0.0917,0.3242,0.3634,-0.5104,1178.6,33.8,8.0,0.6097,0.4575,Medium
CELL-00844,Rajasthan,25.911914,74.218254,0.0435,0.1739,0.135,0.3965,0.2528,0.1743,0.492,1.4506,0.6377,0.1839,1174.9,20.4,43.3,0.72,0.7072,High
CELL-00845,Rajasthan,25.646816,72.010533,0.0252,0.0601,0.0535,0.1892,0.1776,0.158,0.5592,1.1238,0.9387,0.0583,562.6,3.5,2.1,0.7237,0.7743,High
CELL-00846,Rajasthan,25.332433,73.90332,0.1276,0.0942,0.1354,0.4338,0.3487,0.1778,0.5242,1.9611,0.8039,0.3246,809.2,6.2,28.0,0.976,0.7731,High
CELL-00847,Rajasthan,26.782915,73.222005,0.1498,0.1169,0.0276,0.3054,0.1679,0.0597,0.8342,2.8097,0.5497,0.475,1002.9,9.7,39.8,0.654,0.5411,Medium
CELL-00848,Rajasthan,26.921807,73.084936,0.0982,0.1215,0.1209,0.4201,0.2958,0.1711,0.5531,1.7287,0.7041,0.2671,1048.6,6.3,27.2,0.6709,0.6276,Medium
CELL-00849,Rajasthan,26.450905,73.960682,0.1291,0.1717,0.0691,0.1594,0.2349,0.2606,0.395,0.9014,1.4737,-0.0518,349.9,0.1,17.1,0.7669,0.6011,High
CELL-00850,Rajasthan,25.068269,72.509518,0.0338,0.166,0.1996,0.1574,0.0974,0.1489,-0.118,0.6544,0.6189,-0.2089,607.8,7.2,15.1,0.8121,0.5706,High
CELL-00851,Rajasthan,26.137734,73.904855,0.0703,0.1664,0.1945,0.1608,0.1514,0.2077,-0.095,0.7288,0.9415,-0.1569,200.4,15.3,29.1,0.6865,0.7135,Medium
CELL-00852,Rajasthan,25.627337,74.876403,0.0468,0.1282,0.0278,0.1232,0.2566,0.0815,0.6318,3.149,2.0819,0.518,124.6,6.0,28.2,1.0,0.6572,High
CELL-00853,Rajasthan,26.004778,72.547429,0.0997,0.0918,0.1377,0.4483,0.3801,0.0513,0.5301,7.4116,0.8479,0.7622,1074.0,2.3,47.7,1.0,0.491,High
